id;country_code;gender;education;random1;random2;random3
1282;DE;Other;Post-graduate qualifications;0,537831948;1;1
1283;CO;Male;None;0,89424816;6;2
1284;NG;Female;Secondary;0,031902039;4;0
1285;MY;Male;Degree;0,722793435;2;4
1286;CO;Female;None;0,300701497;6;2
1287;EG;Female;Primary;0,254693856;5;3
1288;MY;Other;Post-graduate qualifications;0,45935973;1;4
1289;EG;Female;Post-graduate qualifications;0,08540754;1;3
1290;MY;Other;Further education;0,444198648;3;4
1291;EG;Other;Post-graduate qualifications;0,504963021;1;3
1292;NG;Female;Secondary;0,315474747;4;0
1293;DE;Female;Primary;0,251005299;5;1
1294;EG;Female;None;0,380757427;6;3
1295;MY;Other;Further education;0,416408973;3;4
1296;DE;Female;Secondary;0,202446331;4;1
1297;DE;Other;None;0,421618381;6;1
1298;EG;Male;Post-graduate qualifications;0,793037957;1;3
1299;DE;Male;Further education;0,980740567;3;1
1300;EG;Female;Secondary;0,009160215;4;3
1301;DE;Other;Post-graduate qualifications;0,583004051;1;1
1302;NG;Male;Further education;0,974653783;3;0
1303;EG;Other;Post-graduate qualifications;0,529842297;1;3
1304;EG;Female;Degree;0,154498165;2;3
1305;EG;Male;Further education;0,766518221;3;3
1306;EG;Female;Further education;0,379212119;3;3
1307;EG;Female;Degree;0,373720362;2;3
1308;NG;Male;Post-graduate qualifications;0,625575068;1;0
1309;NG;Other;Secondary;0,408036646;4;0
1310;EG;Male;Further education;0,694897695;3;3
1311;NG;Female;Primary;0,235617608;5;0
1312;MY;Male;Further education;0,94610608;3;4
1313;EG;Male;Post-graduate qualifications;0,652731128;1;3
1314;EG;Male;Degree;0,657342006;2;3
1315;NG;Other;Post-graduate qualifications;0,495266102;1;0
1316;EG;Female;Further education;0,221942196;3;3
1317;NG;Female;Secondary;0,274654231;4;0
1318;DE;Female;Degree;0,374604212;2;1
1319;DE;Other;Degree;0,402244768;2;1
1320;NG;Female;Primary;0,308670759;5;0
1321;CO;Male;None;0,811241663;6;2
1322;MY;Female;Primary;0,284876311;5;4
1323;EG;Male;Primary;0,887366911;5;3
1324;CO;Male;Secondary;0,70012027;4;2
1325;MY;Female;Secondary;0,071326535;4;4
1326;CO;Female;Secondary;0,061823706;4;2
1327;EG;Male;Post-graduate qualifications;0,739567002;1;3
1328;DE;Other;None;0,487115869;6;1
1329;CO;Other;Secondary;0,598267337;4;2
1330;MY;Other;None;0,431951297;6;4
1331;NG;Other;Primary;0,433576713;5;0
1332;NG;Other;None;0,464752349;6;0
1333;EG;Other;Degree;0,488246519;2;3
1334;CO;Other;Secondary;0,57683027;4;2
1335;CO;Other;Degree;0,504943994;2;2
1336;DE;Female;Primary;0,328136183;5;1
1337;NG;Female;Degree;0,017912745;2;0
1338;MY;Male;Secondary;0,950271463;4;4
1339;MY;Other;Degree;0,407365664;2;4
1340;MY;Male;Primary;0,836112598;5;4
1341;EG;Male;Degree;0,667905339;2;3
1342;NG;Male;Further education;0,634804398;3;0
1343;NG;Female;Degree;0,37038844;2;0
1344;CO;Male;Further education;0,962970448;3;2
1345;EG;Male;Further education;0,668688381;3;3
1346;NG;Male;Degree;0,944370517;2;0
1347;MY;Female;None;0,251303247;6;4
1348;EG;Male;Primary;0,984176043;5;3
1349;CO;Female;Post-graduate qualifications;0,339415486;1;2
1350;CO;Female;Secondary;0,298472064;4;2
1351;CO;Female;Post-graduate qualifications;0,338107682;1;2
1352;CO;Female;Secondary;0,192988023;4;2
1353;NG;Female;Degree;0,241559539;2;0
1354;CO;Male;Post-graduate qualifications;0,915289921;1;2
1355;CO;Female;Further education;0,294943151;3;2
1356;EG;Male;None;0,803082896;6;3
1357;MY;Female;Post-graduate qualifications;0,303841754;1;4
1358;NG;Female;Degree;0,118632443;2;0
1359;NG;Male;Degree;0,85521672;2;0
1360;NG;Male;Further education;0,852616268;3;0
1361;MY;Female;Post-graduate qualifications;0,123829596;1;4
1362;MY;Male;Primary;0,836325782;5;4
1363;CO;Male;Degree;0,670025719;2;2
1364;CO;Female;Degree;0,300758014;2;2
1365;EG;Other;Degree;0,584094376;2;3
1366;MY;Male;Secondary;0,916787406;4;4
1367;MY;Female;Further education;0,11072311;3;4
1368;MY;Male;Secondary;0,692296946;4;4
1369;DE;Female;Post-graduate qualifications;0,199051166;1;1
1370;NG;Other;Post-graduate qualifications;0,500892118;1;0
1371;MY;Other;Post-graduate qualifications;0,513035798;1;4
1372;EG;Other;Primary;0,443408119;5;3
1373;CO;Other;None;0,557727371;6;2
1374;EG;Male;Primary;0,970388276;5;3
1375;DE;Female;None;0,046326319;6;1
1376;EG;Male;Secondary;0,781246282;4;3
1377;CO;Male;Further education;0,690108641;3;2
1378;NG;Female;Degree;0,200797056;2;0
1379;EG;Female;Secondary;0,173423827;4;3
1380;CO;Other;Degree;0,415765182;2;2
1381;CO;Female;None;0,368750615;6;2
1382;NG;Female;Primary;0,045576535;5;0
1383;MY;Male;Primary;0,659900967;5;4
1384;DE;Male;Post-graduate qualifications;0,66697459;1;1
1385;CO;Female;Degree;0,161380438;2;2
1386;EG;Female;Degree;0,382484613;2;3
1387;CO;Female;Degree;0,234317052;2;2
1388;DE;Other;Secondary;0,455897238;4;1
1389;EG;Other;Primary;0,401289999;5;3
1390;DE;Female;Secondary;0,265415076;4;1
1391;MY;Female;Primary;0,087535469;5;4
1392;EG;Female;Primary;0,117678971;5;3
1393;CO;Other;Secondary;0,458977518;4;2
1394;NG;Other;Primary;0,560973707;5;0
1395;DE;Female;Degree;0,2351267;2;1
1396;NG;Female;Degree;0,355314378;2;0
1397;MY;Male;Primary;0,808972673;5;4
1398;CO;Female;Secondary;0,19580638;4;2
1399;EG;Female;Secondary;0,025632147;4;3
1400;CO;Other;Degree;0,597763672;2;2
1401;NG;Other;Post-graduate qualifications;0,532009431;1;0
1402;EG;Other;Post-graduate qualifications;0,408378938;1;3
1403;NG;Male;None;0,978228913;6;0
1404;NG;Other;Degree;0,467259798;2;0
1405;DE;Other;None;0,533471889;6;1
1406;NG;Female;Post-graduate qualifications;0,310419853;1;0
1407;DE;Other;Post-graduate qualifications;0,504174998;1;1
1408;CO;Female;Primary;0,32445961;5;2
1409;CO;Female;Primary;0,173130568;5;2
1410;MY;Female;Post-graduate qualifications;0,248190333;1;4
1411;EG;Male;Primary;0,653238968;5;3
1412;NG;Male;None;0,775823374;6;0
1413;DE;Male;Primary;0,755751513;5;1
1414;NG;Female;Post-graduate qualifications;0,264846411;1;0
1415;MY;Female;Post-graduate qualifications;0,155310602;1;4
1416;NG;Other;Further education;0,471880719;3;0
1417;DE;Male;None;0,687683811;6;1
1418;EG;Other;Primary;0,406167624;5;3
1419;MY;Male;Primary;0,630153637;5;4
1420;NG;Other;Secondary;0,511003357;4;0
1421;MY;Female;Degree;0,044866185;2;4
1422;EG;Female;Secondary;0,368049816;4;3
1423;NG;Male;None;0,885278049;6;0
1424;EG;Male;Further education;0,944629384;3;3
1425;CO;Female;None;0,027107686;6;2
1426;EG;Female;Post-graduate qualifications;0,167885373;1;3
1427;EG;Female;Degree;0,110627994;2;3
1428;MY;Female;None;0,136679874;6;4
1429;MY;Male;Post-graduate qualifications;0,796375857;1;4
1430;DE;Female;Primary;0,015605754;5;1
1431;MY;Other;Primary;0,470492815;5;4
1432;MY;Female;Secondary;0,262698131;4;4
1433;MY;Female;Secondary;0,24920838;4;4
1434;MY;Other;Further education;0,423225886;3;4
1435;CO;Male;None;0,658905659;6;2
1436;CO;Female;Further education;0,285559585;3;2
1437;MY;Other;None;0,576532071;6;4
1438;DE;Other;Further education;0,529625917;3;1
1439;MY;Female;Secondary;0,359841923;4;4
1440;MY;Male;None;0,844419754;6;4
1441;CO;Female;Degree;0,082664683;2;2
1442;EG;Male;Degree;0,617958458;2;3
1443;EG;Female;Further education;0,048802015;3;3
1444;EG;Female;Degree;0,367710171;2;3
1445;DE;Male;Primary;0,832823339;5;1
1446;NG;Female;None;0,318872097;6;0
1447;DE;Female;None;0,223752198;6;1
1448;CO;Female;Primary;0,133465571;5;2
1449;MY;Other;Secondary;0,495116569;4;4
1450;DE;Other;Primary;0,574218542;5;1
1451;NG;Male;Primary;0,994396714;5;0
1452;NG;Female;Further education;0,155007747;3;0
1453;CO;Female;Post-graduate qualifications;0,085253835;1;2
1454;DE;Male;Primary;0,999454372;5;1
1455;MY;Male;Post-graduate qualifications;0,838441922;1;4
1456;MY;Female;Secondary;0,037516341;4;4
1457;MY;Female;Post-graduate qualifications;0,389958167;1;4
1458;MY;Female;Secondary;0,3215722;4;4
1459;NG;Female;Secondary;0,26119072;4;0
1460;EG;Other;Degree;0,575351219;2;3
1461;EG;Male;Primary;0,698131464;5;3
1462;CO;Male;Post-graduate qualifications;0,703259609;1;2
1463;DE;Female;Post-graduate qualifications;0,181043711;1;1
1464;EG;Male;Degree;0,939617975;2;3
1465;NG;Female;Post-graduate qualifications;0,328488185;1;0
1466;CO;Male;Degree;0,819042453;2;2
1467;CO;Male;None;0,951055057;6;2
1468;NG;Female;None;0,004293392;6;0
1469;NG;Female;Post-graduate qualifications;0,132341022;1;0
1470;EG;Male;None;0,858985447;6;3
1471;DE;Male;Post-graduate qualifications;0,76725721;1;1
1472;MY;Male;Secondary;0,680944086;4;4
1473;DE;Female;Primary;0,151205837;5;1
1474;MY;Female;Post-graduate qualifications;0,142111071;1;4
1475;CO;Male;None;0,881048534;6;2
1476;CO;Female;Secondary;0,074035283;4;2
1477;CO;Other;Secondary;0,472619067;4;2
1478;DE;Male;Primary;0,759012065;5;1
1479;NG;Female;Further education;0,164618455;3;0
1480;DE;Male;Secondary;0,933332202;4;1
1481;CO;Other;Primary;0,495499205;5;2
1482;DE;Female;None;0,038029136;6;1
1483;CO;Male;Further education;0,740100267;3;2
1484;DE;Other;Post-graduate qualifications;0,518777359;1;1
1485;CO;Female;Further education;0,329287412;3;2
1486;MY;Male;Primary;0,656250833;5;4
1487;DE;Male;Primary;0,991719024;5;1
1488;EG;Female;Degree;0,28891326;2;3
1489;CO;Female;Degree;0,123957026;2;2
1490;DE;Male;Further education;0,991372282;3;1
1491;CO;Male;None;0,847650954;6;2
1492;DE;Male;Further education;0,975201728;3;1
1493;NG;Female;Post-graduate qualifications;0,279055235;1;0
1494;MY;Other;Secondary;0,483504371;4;4
1495;NG;Female;Degree;0,310804577;2;0
1496;MY;Other;Secondary;0,415883635;4;4
1497;EG;Female;None;0,175732;6;3
1498;MY;Male;Secondary;0,92874312;4;4
1499;CO;Other;Primary;0,50297413;5;2
1500;EG;Other;Secondary;0,521601602;4;3
1501;NG;Male;Secondary;0,640896126;4;0
1502;EG;Other;Secondary;0,456253329;4;3
1503;EG;Female;Further education;0,204449862;3;3
1504;DE;Female;Secondary;0,08411877;4;1
1505;CO;Other;Primary;0,546722829;5;2
1506;NG;Male;None;0,81446786;6;0
1507;CO;Other;Secondary;0,425848674;4;2
1508;EG;Other;Primary;0,502358488;5;3
1509;EG;Female;Further education;0,364994477;3;3
1510;MY;Female;Post-graduate qualifications;0,115742985;1;4
1511;NG;Female;Further education;0,220341974;3;0
1512;DE;Female;Degree;0,087677695;2;1
1513;EG;Male;Degree;0,825588599;2;3
1514;CO;Female;None;0,033650407;6;2
1515;CO;Female;Degree;0,346646665;2;2
1516;MY;Other;None;0,503829411;6;4
1517;DE;Male;Post-graduate qualifications;0,993240438;1;1
1518;CO;Female;Primary;0,182390325;5;2
1519;NG;Male;None;0,914063767;6;0
1520;NG;Other;Further education;0,553051567;3;0
1521;MY;Female;Post-graduate qualifications;0,329426498;1;4
1522;NG;Male;Post-graduate qualifications;0,660014053;1;0
1523;DE;Male;None;0,801751135;6;1
1524;DE;Other;Primary;0,581085078;5;1
1525;MY;Female;None;0,386725617;6;4
1526;NG;Female;Further education;0,224706711;3;0
1527;NG;Female;Further education;0,301822113;3;0
1528;NG;Female;Post-graduate qualifications;0,056880082;1;0
1529;DE;Female;None;0,386260622;6;1
1530;DE;Other;Further education;0,457891714;3;1
1531;NG;Other;Further education;0,400286143;3;0
1532;CO;Female;Post-graduate qualifications;0,043635974;1;2
1533;MY;Female;Primary;0,180119283;5;4
1534;EG;Female;Primary;0,20976692;5;3
1535;NG;Female;Degree;0,170747162;2;0
1536;DE;Other;Post-graduate qualifications;0,564202249;1;1
1537;NG;Female;Degree;0,226773141;2;0
1538;NG;Male;Primary;0,938429065;5;0
1539;MY;Other;Secondary;0,54578593;4;4
1540;CO;Female;Further education;0,361474783;3;2
1541;MY;Female;Secondary;0,310261969;4;4
1542;DE;Male;Further education;0,918275206;3;1
1543;MY;Male;None;0,82080394;6;4
1544;EG;Female;Secondary;0,170814339;4;3
1545;EG;Male;Further education;0,611331961;3;3
1546;MY;Female;Degree;0,24912273;2;4
1547;CO;Male;Primary;0,74741307;5;2
1548;EG;Male;None;0,846505596;6;3
1549;MY;Female;Post-graduate qualifications;0,256955938;1;4
1550;EG;Male;Secondary;0,624642206;4;3
1551;MY;Female;Further education;0,135569112;3;4
1552;NG;Male;Degree;0,858703318;2;0
1553;DE;Other;Post-graduate qualifications;0,492265132;1;1
1554;MY;Male;None;0,994495563;6;4
1555;MY;Female;Further education;0,157401204;3;4
1556;MY;Male;Primary;0,876975003;5;4
1557;CO;Male;Further education;0,711245307;3;2
1558;MY;Male;Further education;0,876397187;3;4
1559;NG;Male;Post-graduate qualifications;0,821854584;1;0
1560;CO;Female;None;0,273767751;6;2
1561;NG;Male;Further education;0,685611296;3;0
1562;DE;Female;Degree;0,236314324;2;1
1563;CO;Male;None;0,705945411;6;2
1564;DE;Female;Secondary;0,009517863;4;1
1565;DE;Other;Further education;0,527823101;3;1
1566;NG;Male;Degree;0,848414128;2;0
1567;EG;Other;None;0,517900147;6;3
1568;CO;Male;Secondary;0,868712377;4;2
1569;EG;Male;Degree;0,727374537;2;3
1570;EG;Female;Secondary;0,240377205;4;3
1571;MY;Male;Post-graduate qualifications;0,980664035;1;4
1572;NG;Male;None;0,670835715;6;0
1573;EG;Male;Secondary;0,926453914;4;3
1574;MY;Male;Degree;0,790654196;2;4
1575;CO;Male;Primary;0,896120873;5;2
1576;CO;Male;Post-graduate qualifications;0,843157029;1;2
1577;EG;Female;None;0,291491803;6;3
1578;MY;Female;Primary;0,216526526;5;4
1579;MY;Female;None;0,324456983;6;4
1580;EG;Female;Further education;0,125332255;3;3
1581;MY;Female;None;0,123297649;6;4
1582;DE;Male;None;0,616066438;6;1
1583;DE;Other;Degree;0,403560485;2;1
1584;DE;Other;None;0,520516961;6;1
1585;DE;Female;None;0,240042463;6;1
1586;CO;Other;Further education;0,534014699;3;2
1587;NG;Male;Post-graduate qualifications;0,728825471;1;0
1588;MY;Female;Further education;0,19119201;3;4
1589;NG;Male;None;0,607126344;6;0
1590;NG;Other;Primary;0,404782435;5;0
1591;MY;Male;Post-graduate qualifications;0,814772729;1;4
1592;CO;Other;Primary;0,457850613;5;2
1593;DE;Male;Further education;0,932998575;3;1
1594;CO;Female;Secondary;0,315261665;4;2
1595;DE;Male;None;0,825075273;6;1
1596;NG;Female;Further education;0,084948021;3;0
1597;CO;Female;None;0,021294235;6;2
1598;EG;Male;Degree;0,845756779;2;3
1599;NG;Male;Secondary;0,979121503;4;0
1600;CO;Male;Primary;0,929642915;5;2
1601;NG;Female;Secondary;0,083360607;4;0
1602;MY;Female;Degree;0,196017367;2;4
1603;DE;Female;Primary;0,373539257;5;1
1604;NG;Male;None;0,61984289;6;0
1605;EG;Male;Primary;0,788388013;5;3
1606;CO;Female;Primary;0,280635718;5;2
1607;EG;Other;Degree;0,524283174;2;3
1608;DE;Other;Post-graduate qualifications;0,521568921;1;1
1609;DE;Male;Degree;0,953014128;2;1
1610;DE;Male;Degree;0,901683112;2;1
1611;EG;Male;Post-graduate qualifications;0,918297707;1;3
1612;NG;Female;Primary;0,105196133;5;0
1613;DE;Female;Further education;0,392258597;3;1
1614;CO;Male;Primary;0,663631912;5;2
1615;NG;Male;Secondary;0,922763212;4;0
1616;CO;Male;Primary;0,718762817;5;2
1617;EG;Male;Degree;0,9259612;2;3
1618;MY;Male;Post-graduate qualifications;0,720493151;1;4
1619;DE;Male;Degree;0,687157248;2;1
1620;NG;Female;Primary;0,397285786;5;0
1621;CO;Male;Further education;0,761728244;3;2
1622;MY;Male;Degree;0,711683472;2;4
1623;MY;Male;Post-graduate qualifications;0,689707074;1;4
1624;MY;Male;Post-graduate qualifications;0,935456279;1;4
1625;MY;Other;Further education;0,45975608;3;4
1626;EG;Male;Post-graduate qualifications;0,773900975;1;3
1627;DE;Female;Primary;0,091301434;5;1
1628;NG;Other;Further education;0,525281144;3;0
1629;NG;Female;None;0,068993255;6;0
1630;DE;Other;Further education;0,433350066;3;1
1631;DE;Male;None;0,675130516;6;1
1632;EG;Other;Post-graduate qualifications;0,494824989;1;3
1633;DE;Male;None;0,97004569;6;1
1634;NG;Male;None;0,742834496;6;0
1635;NG;Male;Secondary;0,697766992;4;0
1636;CO;Male;Further education;0,89164675;3;2
1637;CO;Female;Secondary;0,257172101;4;2
1638;NG;Female;None;0,395051045;6;0
1639;DE;Female;Post-graduate qualifications;0,00632965;1;1
1640;EG;Male;Post-graduate qualifications;0,958515345;1;3
1641;EG;Other;Further education;0,491187708;3;3
1642;EG;Male;Further education;0,697355437;3;3
1643;MY;Other;None;0,597219035;6;4
1644;EG;Female;None;0,384530934;6;3
1645;MY;Female;None;0,195298285;6;4
1646;DE;Other;Further education;0,437405275;3;1
1647;DE;Male;Degree;0,864566887;2;1
1648;NG;Female;Primary;0,262142989;5;0
1649;MY;Male;None;0,981508758;6;4
1650;EG;Male;Post-graduate qualifications;0,804906805;1;3
1651;DE;Female;None;0,220441177;6;1
1652;CO;Male;Primary;0,774659788;5;2
1653;NG;Female;Primary;0,192416269;5;0
1654;MY;Male;Degree;0,655807326;2;4
1655;CO;Male;Degree;0,803504405;2;2
1656;EG;Male;Further education;0,829190023;3;3
1657;EG;Male;Primary;0,997479755;5;3
1658;CO;Female;Primary;0,156696676;5;2
1659;NG;Male;Post-graduate qualifications;0,937583037;1;0
1660;EG;Male;None;0,611057179;6;3
1661;CO;Other;None;0,524957305;6;2
1662;DE;Male;Degree;0,992203119;2;1
1663;MY;Male;None;0,973657329;6;4
1664;EG;Male;Degree;0,655930863;2;3
1665;NG;Other;Primary;0,463853733;5;0
1666;EG;Other;None;0,522407598;6;3
1667;CO;Male;Post-graduate qualifications;0,905265318;1;2
1668;CO;Female;Degree;0,399798685;2;2
1669;DE;Other;None;0,512711243;6;1
1670;CO;Male;Further education;0,766862046;3;2
1671;NG;Male;Primary;0,848936694;5;0
1672;CO;Female;Post-graduate qualifications;0,07239679;1;2
1673;EG;Female;Primary;0,345972682;5;3
1674;MY;Female;Post-graduate qualifications;0,08433969;1;4
1675;NG;Female;Primary;0,345628203;5;0
1676;DE;Female;Degree;0,001022156;2;1
1677;DE;Male;Post-graduate qualifications;0,89413489;1;1
1678;MY;Female;None;0,175999876;6;4
1679;CO;Female;Degree;0,19771601;2;2
1680;MY;Other;Further education;0,455274552;3;4
1681;NG;Other;None;0,418286404;6;0
1682;EG;Male;Primary;0,956312721;5;3
1683;CO;Female;Primary;0,216380142;5;2
1684;EG;Female;Secondary;0,221559798;4;3
1685;CO;Female;Secondary;0,284157575;4;2
1686;NG;Other;None;0,527748121;6;0
1687;EG;Female;Secondary;0,15089725;4;3
1688;MY;Female;Degree;0,366685699;2;4
1689;NG;Female;None;0,391388498;6;0
1690;CO;Female;None;0,050394143;6;2
1691;DE;Male;None;0,960399663;6;1
1692;NG;Male;Further education;0,926225806;3;0
1693;NG;Male;Primary;0,629944692;5;0
1694;EG;Male;Post-graduate qualifications;0,907356224;1;3
1695;NG;Female;Secondary;0,030150958;4;0
1696;MY;Male;Post-graduate qualifications;0,921717787;1;4
1697;MY;Female;Degree;0,119661504;2;4
1698;DE;Female;Post-graduate qualifications;0,152904777;1;1
1699;CO;Male;Secondary;0,68826599;4;2
1700;CO;Female;None;0,034538926;6;2
1701;NG;Female;Primary;0,359008317;5;0
1702;NG;Female;Degree;0,287745733;2;0
1703;DE;Female;Post-graduate qualifications;0,181623015;1;1
1704;MY;Female;Degree;0,102613947;2;4
1705;EG;Male;None;0,709990885;6;3
1706;DE;Male;Further education;0,869473281;3;1
1707;MY;Male;Primary;0,748402077;5;4
1708;EG;Other;Primary;0,44674192;5;3
1709;DE;Male;Degree;0,667251506;2;1
1710;EG;Male;Secondary;0,825825647;4;3
1711;DE;Female;Degree;0,187581478;2;1
1712;EG;Male;Degree;0,625958438;2;3
1713;NG;Male;Further education;0,750414186;3;0
1714;EG;Female;Further education;0,28155407;3;3
1715;CO;Female;Post-graduate qualifications;0,162782135;1;2
1716;MY;Male;Further education;0,669221194;3;4
1717;DE;Female;Secondary;0,219745656;4;1
1718;MY;Male;Primary;0,978906813;5;4
1719;CO;Other;Secondary;0,400479934;4;2
1720;MY;Male;Further education;0,661118485;3;4
1721;DE;Male;Degree;0,673312741;2;1
1722;MY;Male;None;0,740823003;6;4
1723;MY;Female;Post-graduate qualifications;0,194650845;1;4
1724;EG;Female;Degree;0,247976043;2;3
1725;DE;Other;Degree;0,516344786;2;1
1726;DE;Male;Secondary;0,649355092;4;1
1727;CO;Male;Primary;0,863683537;5;2
1728;NG;Male;None;0,847107825;6;0
1729;NG;Other;Further education;0,549574374;3;0
1730;NG;Male;Further education;0,929814355;3;0
1731;EG;Female;Further education;0,05214644;3;3
1732;EG;Male;Degree;0,881478736;2;3
1733;DE;Male;Post-graduate qualifications;0,886829576;1;1
1734;DE;Male;None;0,874613284;6;1
1735;NG;Male;Secondary;0,961359163;4;0
1736;CO;Male;None;0,621428557;6;2
1737;EG;Other;Secondary;0,449770324;4;3
1738;MY;Female;Post-graduate qualifications;0,243039495;1;4
1739;DE;Other;Further education;0,513251944;3;1
1740;MY;Female;Post-graduate qualifications;0,17848054;1;4
1741;MY;Male;Further education;0,905600626;3;4
1742;DE;Female;Degree;0,135354329;2;1
1743;DE;Other;Degree;0,490644027;2;1
1744;NG;Female;None;0,221196158;6;0
1745;NG;Female;Further education;0,25914175;3;0
1746;DE;Male;Further education;0,730269885;3;1
1747;CO;Female;Further education;0,270493003;3;2
1748;NG;Male;Secondary;0,963284258;4;0
1749;NG;Female;None;0,357375436;6;0
1750;DE;Other;None;0,589632812;6;1
1751;MY;Female;Primary;0,37287949;5;4
1752;NG;Female;Further education;0,316309727;3;0
1753;CO;Other;Degree;0,472595096;2;2
1754;EG;Female;Degree;0,12849518;2;3
1755;DE;Female;Further education;0,383378245;3;1
1756;CO;Other;Further education;0,477590237;3;2
1757;DE;Other;Degree;0,477564839;2;1
1758;DE;Female;Primary;0,020535929;5;1
1759;MY;Male;None;0,702237638;6;4
1760;CO;Female;Secondary;0,066118141;4;2
1761;DE;Female;None;0,162231859;6;1
1762;CO;Female;Secondary;0,256000252;4;2
1763;NG;Female;None;0,206103436;6;0
1764;NG;Male;Degree;0,769622867;2;0
1765;EG;Female;Further education;0,073111147;3;3
1766;DE;Female;Secondary;0,198591538;4;1
1767;DE;Female;None;0,289300706;6;1
1768;DE;Female;Primary;0,111617737;5;1
1769;DE;Female;Primary;0,301257419;5;1
1770;EG;Other;Primary;0,576849219;5;3
1771;EG;Female;Degree;0,326096573;2;3
1772;DE;Female;Primary;0,006678651;5;1
1773;MY;Male;None;0,815795994;6;4
1774;EG;Other;Secondary;0,567263638;4;3
1775;MY;Female;Secondary;0,229575948;4;4
1776;NG;Male;None;0,848482372;6;0
1777;CO;Other;None;0,531713637;6;2
1778;MY;Other;Primary;0,487508105;5;4
1779;EG;Other;Further education;0,580461678;3;3
1780;EG;Male;Secondary;0,953795892;4;3
1781;CO;Female;Secondary;0,385058923;4;2
1782;DE;Male;Primary;0,979223904;5;1
1783;MY;Male;Primary;0,748111278;5;4
1784;DE;Male;Post-graduate qualifications;0,630880332;1;1
1785;EG;Female;Post-graduate qualifications;0,271631569;1;3
1786;DE;Female;Further education;0,179045701;3;1
1787;MY;Male;Post-graduate qualifications;0,831572015;1;4
1788;NG;Female;Further education;0,263416536;3;0
1789;MY;Female;Post-graduate qualifications;0,190838437;1;4
1790;DE;Male;None;0,660139766;6;1
1791;MY;Female;Post-graduate qualifications;0,065142862;1;4
1792;MY;Other;Primary;0,448307622;5;4
1793;CO;Male;Primary;0,601410858;5;2
1794;MY;Female;None;0,210526449;6;4
1795;NG;Female;Degree;0,331422641;2;0
1796;NG;Female;Degree;0,370602248;2;0
1797;MY;Female;Further education;0,272623875;3;4
1798;EG;Male;Secondary;0,863867538;4;3
1799;NG;Male;Secondary;0,713176586;4;0
1800;CO;Male;Further education;0,85823104;3;2
1801;DE;Female;Post-graduate qualifications;0,349894841;1;1
1802;NG;Male;Degree;0,765197322;2;0
1803;EG;Female;Post-graduate qualifications;0,158550245;1;3
1804;NG;Female;Post-graduate qualifications;0,365548211;1;0
1805;DE;Male;Secondary;0,729831783;4;1
1806;NG;Male;None;0,611723208;6;0
1807;EG;Female;Secondary;0,152059353;4;3
1808;EG;Female;Primary;0,357145519;5;3
1809;MY;Female;Post-graduate qualifications;0,322574561;1;4
1810;DE;Other;Secondary;0,501177441;4;1
1811;DE;Other;Secondary;0,482305025;4;1
1812;NG;Female;None;0,100022807;6;0
1813;DE;Female;Secondary;0,161011243;4;1
1814;MY;Male;Primary;0,657745047;5;4
1815;DE;Female;Further education;0,227140873;3;1
1816;DE;Male;Post-graduate qualifications;0,972042425;1;1
1817;CO;Female;Post-graduate qualifications;0,048722395;1;2
1818;EG;Other;Degree;0,543120901;2;3
1819;EG;Female;Further education;0,391583774;3;3
1820;NG;Other;None;0,595159792;6;0
1821;CO;Female;Secondary;0,220265181;4;2
1822;MY;Other;Post-graduate qualifications;0,48665989;1;4
1823;EG;Female;Post-graduate qualifications;0,302423841;1;3
1824;MY;Male;Further education;0,862907403;3;4
1825;NG;Other;Primary;0,471330407;5;0
1826;CO;Other;Degree;0,482638516;2;2
1827;MY;Female;None;0,273037938;6;4
1828;NG;Male;Post-graduate qualifications;0,708277659;1;0
1829;NG;Other;Post-graduate qualifications;0,534302638;1;0
1830;NG;Male;Post-graduate qualifications;0,864224695;1;0
1831;DE;Male;Further education;0,678910801;3;1
1832;EG;Male;Degree;0,810078487;2;3
1833;EG;Male;None;0,949690003;6;3
1834;EG;Male;None;0,707789171;6;3
1835;CO;Female;Post-graduate qualifications;0,081375892;1;2
1836;MY;Male;None;0,784549716;6;4
1837;CO;Female;Degree;0,283727927;2;2
1838;EG;Female;Degree;0,138115441;2;3
1839;MY;Male;Primary;0,763358767;5;4
1840;MY;Male;Secondary;0,888939575;4;4
1841;MY;Male;Primary;0,921168234;5;4
1842;MY;Other;Post-graduate qualifications;0,534694396;1;4
1843;MY;Female;Further education;0,134475452;3;4
1844;MY;Male;Post-graduate qualifications;0,888859609;1;4
1845;DE;Female;Degree;0,144483863;2;1
1846;DE;Male;Degree;0,638283079;2;1
1847;MY;Female;Primary;0,311427954;5;4
1848;MY;Male;Further education;0,885361931;3;4
1849;DE;Male;Secondary;0,607531173;4;1
1850;NG;Male;Degree;0,731970816;2;0
1851;MY;Female;Degree;0,25673155;2;4
1852;NG;Male;Further education;0,641488879;3;0
1853;CO;Male;Secondary;0,788746506;4;2
1854;EG;Male;Post-graduate qualifications;0,709649656;1;3
1855;DE;Female;Primary;0,212410741;5;1
1856;DE;Male;Primary;0,913281908;5;1
1857;CO;Female;Further education;0,293521259;3;2
1858;NG;Other;Degree;0,418625863;2;0
1859;CO;Male;Further education;0,617968597;3;2
1860;NG;Female;Degree;0,274486792;2;0
1861;CO;Female;Further education;0,386771058;3;2
1862;EG;Female;Further education;0,061535086;3;3
1863;MY;Female;Degree;0,15595793;2;4
