id;date;location_id;person_id;reason_id
2786;2024-06-19;4;4674;2
2787;2023-11-23;28;1592;2
2788;2023-06-24;2;1473;2
2789;2024-03-03;35;4600;3
2790;2023-10-17;12;1494;1
2791;2023-12-20;31;1519;2
2792;2024-08-24;18;1875;4
2793;2024-07-05;22;1822;3
2794;2024-07-29;20;4287;2
2795;2023-07-16;15;818;1
2796;2024-04-12;33;297;1
2797;2024-10-09;29;3481;3
2798;2024-09-01;23;2436;2
2799;2024-03-31;13;1576;1
2800;2023-07-15;16;3714;2
2801;2023-11-05;7;1902;2
2802;2024-06-28;34;1495;3
2803;2023-12-23;5;47;4
2804;2024-04-21;17;764;2
2805;2023-08-15;22;1979;3
2806;2024-07-08;2;112;4
2807;2024-07-04;16;1005;2
2808;2024-01-29;14;924;4
2809;2024-08-29;28;1753;2
2810;2024-12-17;39;438;2
2811;2024-08-10;20;473;4
2812;2024-03-03;30;491;3
2813;2024-07-17;18;4605;1
2814;2023-06-25;26;4763;3
2815;2023-06-16;6;3234;1
2816;2024-11-30;36;1834;1
2817;2024-10-28;21;353;4
2818;2024-03-02;39;1872;2
2819;2023-12-13;1;4088;2
2820;2023-07-18;26;4927;2
2821;2023-07-29;30;1806;3
2822;2024-05-03;27;2479;2
2823;2024-09-03;32;28;4
2824;2024-08-30;20;3647;3
2825;2024-05-24;31;3628;4
2826;2024-08-29;13;1453;3
2827;2023-09-13;27;1224;2
2828;2023-09-09;33;138;1
2829;2024-01-28;13;3051;3
2830;2024-08-03;9;3216;1
2831;2023-06-27;36;3151;2
2832;2024-01-14;33;3891;1
2833;2024-09-30;30;2360;2
2834;2024-05-27;33;3659;2
2835;2024-05-22;29;833;3
2836;2024-02-22;8;3243;3
2837;2024-08-01;38;4920;2
2838;2023-06-19;11;542;3
2839;2024-11-11;13;219;1
2840;2024-12-28;35;1049;4
2841;2023-07-24;15;2812;2
2842;2023-06-15;34;4247;2
2843;2024-01-05;26;4814;3
2844;2023-10-20;11;4172;2
2845;2023-10-30;30;3411;2
2846;2024-02-13;38;332;4
2847;2025-01-06;27;4625;3
2848;2024-07-16;39;3775;2
2849;2024-11-16;28;1585;2
2850;2024-07-10;6;2369;2
2851;2023-10-09;7;52;2
2852;2024-08-05;2;2368;3
2853;2023-06-12;6;3977;1
2854;2024-03-13;40;3076;1
2855;2023-12-08;10;2077;2
2856;2024-01-03;13;3194;3
2857;2023-06-18;1;1942;3
2858;2024-04-09;20;1202;2
2859;2024-12-01;5;213;2
2860;2024-07-07;26;2053;4
2861;2023-06-14;30;4194;3
2862;2024-12-21;24;3031;4
2863;2024-09-18;18;3596;1
2864;2023-09-21;14;18;2
2865;2024-10-25;29;197;2
2866;2024-08-07;25;446;2
2867;2024-11-06;24;4684;2
2868;2024-03-20;26;197;2
2869;2023-07-12;9;4735;2
2870;2023-10-03;26;1118;1
2871;2023-12-23;18;4154;1
2872;2023-09-11;21;2327;1
2873;2023-08-29;3;2107;4
2874;2024-01-10;33;2808;1
2875;2024-11-23;3;1670;4
2876;2023-09-18;4;3775;3
2877;2024-11-01;1;3265;4
2878;2024-02-18;29;2075;2
2879;2024-04-26;2;658;1
2880;2024-10-14;9;2181;1
2881;2024-12-13;28;1355;1
2882;2024-11-26;15;1015;3
2883;2023-06-28;23;2988;4
2884;2023-10-10;35;4455;3
2885;2023-08-18;28;126;3
2886;2024-12-10;34;2900;2
2887;2023-06-24;8;2922;2
2888;2023-10-13;6;592;1
2889;2023-07-13;20;4753;3
2890;2023-08-27;22;3390;4
2891;2024-11-26;31;3866;1
2892;2024-10-09;10;4861;4
2893;2024-11-19;9;4360;2
2894;2024-10-18;8;1003;4
2895;2024-04-02;30;2656;3
2896;2024-08-16;17;1676;4
2897;2024-12-26;38;2647;1
2898;2024-10-08;12;4169;3
2899;2023-09-07;33;2663;2
2900;2024-09-04;30;3212;1
2901;2024-04-16;39;269;3
2902;2024-10-16;27;1221;3
2903;2023-07-05;32;4954;1
2904;2024-09-21;6;1283;4
2905;2023-08-18;30;631;2
2906;2024-01-14;1;2327;4
2907;2024-05-20;17;4651;3
2908;2024-03-18;1;2452;1
2909;2023-11-15;27;660;4
2910;2023-07-03;15;2465;3
2911;2024-01-14;10;1469;3
2912;2024-08-01;2;3955;3
2913;2024-01-09;36;2145;3
2914;2023-07-02;12;1113;4
2915;2023-11-21;12;3623;1
2916;2023-07-08;18;3769;2
2917;2024-05-17;28;3921;3
2918;2024-04-28;29;4309;4
2919;2024-12-06;11;2088;4
2920;2024-06-24;39;292;1
2921;2023-07-06;20;379;3
2922;2023-08-31;10;3062;3
2923;2024-05-26;11;2874;1
2924;2024-06-10;28;2496;4
2925;2024-05-26;40;1374;2
2926;2024-11-20;3;334;4
2927;2023-10-09;38;929;2
2928;2024-03-26;7;1639;1
2929;2025-01-09;24;2552;3
2930;2024-01-18;3;366;1
2931;2024-02-21;13;3021;4
2932;2023-06-17;19;2008;1
2933;2023-11-12;12;3175;1
2934;2023-07-21;22;4946;4
2935;2024-11-27;21;3394;2
2936;2025-01-24;10;3145;4
2937;2024-07-04;21;3375;4
2938;2023-12-08;3;1267;2
2939;2024-10-29;33;3320;3
2940;2024-09-22;3;185;1
2941;2023-09-10;2;4625;3
2942;2024-01-30;12;2761;1
2943;2024-08-24;14;4094;4
2944;2023-12-02;15;1713;1
2945;2024-10-20;33;4452;4
2946;2023-12-15;39;2797;1
2947;2024-03-04;7;712;2
2948;2023-09-09;7;279;4
2949;2024-04-07;40;2254;1
2950;2023-07-04;30;3706;4
2951;2024-08-30;1;2217;2
2952;2023-11-18;25;663;4
2953;2024-08-04;39;2246;1
2954;2024-06-08;7;4207;2
2955;2023-06-21;9;2768;4
2956;2024-01-25;36;3015;3
2957;2024-03-16;27;758;3
2958;2024-04-09;34;3645;3
2959;2024-12-11;24;3815;1
2960;2024-04-08;12;3129;2
2961;2024-04-20;17;3731;1
2962;2024-01-04;31;3284;3
2963;2023-12-03;27;239;1
2964;2025-01-03;25;4793;2
2965;2024-01-16;15;277;1
2966;2023-12-19;18;3522;2
2967;2024-07-31;25;489;4
2968;2024-09-06;10;3327;2
2969;2023-07-13;37;2596;3
2970;2024-07-03;6;4274;1
2971;2024-09-11;28;2772;3
2972;2023-06-25;4;1210;4
2973;2024-08-14;3;382;4
2974;2024-01-20;30;2964;4
2975;2024-01-04;19;2851;4
2976;2024-04-05;39;3690;3
2977;2024-02-12;23;818;3
2978;2024-04-28;37;1949;1
2979;2024-04-29;13;4080;2
2980;2024-07-09;20;1488;2
2981;2023-06-24;6;3862;4
2982;2024-03-02;5;856;1
2983;2023-12-20;12;2608;4
2984;2024-06-19;9;3521;2
2985;2024-07-22;23;4964;1
2986;2024-09-10;4;2692;3
2987;2024-06-02;8;4203;3
2988;2024-01-26;10;4961;2
2989;2024-09-22;31;2820;4
2990;2024-11-02;26;4036;1
2991;2024-03-22;37;1699;2
2992;2023-06-12;5;733;1
2993;2024-04-06;15;1071;4
2994;2024-10-03;25;2143;1
2995;2024-01-15;30;4119;4
2996;2024-11-20;18;1224;1
2997;2024-03-01;17;2765;3
2998;2023-07-21;23;4716;2
2999;2024-10-06;2;3963;3
3000;2024-04-23;6;742;3
3001;2024-11-10;31;4410;2
3002;2024-02-17;38;1730;1
3003;2024-07-20;8;1068;3
3004;2024-04-25;5;3711;3
3005;2024-01-04;40;498;2
3006;2024-12-09;23;4302;3
3007;2024-11-15;31;2406;1
3008;2024-10-31;29;3958;4
3009;2023-08-26;11;1025;4
3010;2024-04-27;25;211;2
3011;2023-06-24;29;1088;1
3012;2023-08-06;20;1477;2
3013;2024-04-13;19;4843;3
3014;2024-11-07;22;1788;3
3015;2023-12-08;2;2985;1
3016;2023-08-06;14;657;2
3017;2024-07-11;23;1106;3
3018;2024-07-13;11;2970;4
3019;2024-12-31;38;193;2
3020;2024-03-23;8;1053;4
3021;2024-01-12;14;4841;1
3022;2024-12-20;34;612;3
3023;2025-01-18;26;2884;4
3024;2024-12-13;30;4377;2
3025;2023-09-11;17;537;2
3026;2024-03-22;40;2246;1
3027;2024-09-21;36;4756;1
3028;2023-06-27;1;4551;2
3029;2024-09-06;22;2431;4
3030;2024-12-07;38;3225;4
3031;2024-03-23;9;3645;3
3032;2024-11-10;26;2731;1
3033;2023-11-24;20;4132;2
3034;2024-01-31;18;4628;2
3035;2024-10-31;23;4550;1
3036;2024-07-13;31;3026;1
3037;2024-11-27;27;2628;4
3038;2024-01-08;24;2727;3
3039;2023-06-15;8;1712;1
3040;2024-03-28;1;3178;3
3041;2024-08-15;15;394;1
3042;2024-11-14;13;1504;1
3043;2024-02-06;5;4540;2
3044;2023-12-06;30;1753;3
3045;2023-10-06;3;4239;3
3046;2025-01-22;19;3499;2
3047;2023-09-21;34;4959;4
3048;2024-07-15;2;2359;4
3049;2024-09-13;22;3583;2
3050;2025-01-06;15;4399;4
3051;2023-11-19;39;2518;1
3052;2023-10-12;28;2791;4
3053;2024-04-25;36;1012;4
3054;2024-05-31;33;3870;2
3055;2023-10-06;8;3044;1
3056;2024-09-18;34;3530;3
3057;2023-08-22;38;1533;2
3058;2024-12-30;6;716;1
3059;2024-07-30;4;807;4
3060;2024-05-11;33;2949;4
3061;2023-06-27;37;2267;3
3062;2024-08-04;3;3726;2
3063;2024-07-21;11;1629;4
3064;2024-08-16;24;2444;1
3065;2023-10-17;16;1660;1
3066;2024-02-15;4;1930;4
3067;2023-08-08;31;4365;4
3068;2024-06-08;3;4226;3
3069;2024-01-23;31;190;3
3070;2025-01-24;34;1673;3
3071;2024-05-20;27;870;2
3072;2024-11-19;13;1244;1
3073;2023-11-09;20;4878;4
3074;2024-04-14;28;2480;1
3075;2023-08-13;37;1036;4
3076;2023-11-15;31;1656;4
3077;2024-01-03;8;3168;3
3078;2023-10-26;25;1243;2
3079;2024-12-26;10;1769;3
3080;2024-07-18;10;2076;3
3081;2024-01-16;18;3896;2
3082;2024-04-23;17;2683;1
3083;2023-08-15;34;3943;1
3084;2025-01-14;7;2158;2
3085;2024-10-02;15;4399;4
3086;2025-01-11;14;2048;3
3087;2024-04-01;40;2690;3
3088;2024-02-05;16;163;4
3089;2024-06-01;35;786;1
3090;2023-06-11;18;3815;3
3091;2024-02-19;8;246;3
3092;2024-08-11;22;3648;1
3093;2023-12-21;34;3954;3
3094;2024-06-14;14;2561;3
3095;2024-11-16;9;226;3
3096;2024-06-27;26;4615;3
3097;2025-01-10;1;1634;1
3098;2023-12-06;23;3131;2
3099;2025-01-06;39;3620;2
3100;2024-03-26;31;321;2
3101;2023-10-20;32;1745;2
3102;2024-02-14;25;2775;1
3103;2023-07-10;33;4339;3
3104;2024-08-21;38;3230;2
3105;2023-09-05;23;278;4
3106;2023-09-22;37;193;2
3107;2024-09-28;34;393;1
3108;2023-10-10;5;3487;2
3109;2024-09-18;37;746;1
3110;2024-09-12;16;3721;3
3111;2024-10-24;5;3967;1
3112;2024-02-19;23;3640;1
3113;2024-12-25;26;3984;2
3114;2023-06-07;22;2649;4
3115;2025-01-19;29;2485;3
3116;2024-02-11;34;1202;4
3117;2023-06-23;23;2178;4
3118;2024-08-12;4;72;4
3119;2023-06-15;15;3598;2
3120;2024-12-17;26;2044;4
3121;2023-07-06;7;630;3
3122;2024-11-13;40;2479;2
3123;2024-10-22;28;4482;4
3124;2024-05-13;1;3665;3
3125;2023-08-26;28;4801;4
3126;2024-02-01;11;4011;1
3127;2024-08-24;2;2763;4
3128;2023-06-27;8;1474;2
3129;2023-11-13;10;3188;4
3130;2024-08-31;12;257;4
3131;2024-05-01;1;4940;2
3132;2023-09-21;8;1419;3
3133;2023-08-11;20;1085;2
3134;2024-09-20;34;34;1
3135;2024-08-23;35;4495;4
3136;2024-12-02;10;1045;4
3137;2024-05-21;32;1596;3
3138;2023-06-27;26;2867;2
3139;2024-11-10;10;2616;1
3140;2023-11-08;29;4701;3
3141;2023-08-05;3;1832;4
3142;2023-09-18;17;1047;4
3143;2024-07-14;14;4529;3
3144;2024-08-29;11;1724;4
3145;2023-07-01;26;1863;4
3146;2024-04-30;22;2513;1
3147;2024-02-28;20;418;3
3148;2025-01-01;3;4755;1
3149;2024-01-25;12;140;2
3150;2023-12-02;12;4672;4
3151;2023-09-26;28;798;3
3152;2023-11-30;35;153;4
3153;2023-09-06;25;3670;2
3154;2023-06-12;35;601;2
3155;2023-06-14;13;1261;2
3156;2024-02-12;26;1879;4
3157;2024-05-28;26;4506;4
3158;2023-09-04;15;514;2
3159;2024-07-19;14;1955;1
3160;2024-04-25;16;2287;1
3161;2024-12-21;18;4841;1
3162;2024-02-02;29;4469;2
3163;2023-10-08;2;1336;3
3164;2023-12-20;22;900;4
3165;2024-11-20;33;1211;2
3166;2024-04-07;21;345;2
3167;2023-10-08;39;562;1
3168;2024-04-25;40;3295;2
3169;2023-07-25;14;3771;1
3170;2024-03-25;8;1212;1
3171;2024-05-23;15;3457;1
3172;2023-11-10;18;1177;4
3173;2024-08-29;28;269;1
3174;2024-05-01;8;4166;1
3175;2024-05-31;32;4141;3
3176;2023-06-13;18;3891;4
3177;2024-09-20;6;400;3
3178;2024-08-30;9;775;4
3179;2023-10-10;36;237;4
3180;2024-01-26;34;2636;4
3181;2024-09-09;4;3739;1
3182;2023-09-24;2;2927;2
3183;2024-12-22;5;2137;4
3184;2024-11-21;2;2546;2
3185;2023-08-19;1;2888;3
3186;2024-08-08;24;116;2
3187;2023-12-27;14;255;1
3188;2024-09-04;8;1676;4
3189;2024-03-30;7;251;1
3190;2024-06-23;32;3719;2
3191;2023-07-26;5;2653;4
3192;2024-03-01;12;1080;4
3193;2024-07-06;39;1164;3
3194;2023-08-28;33;2853;2
3195;2024-10-23;20;4093;3
3196;2023-08-27;27;4849;2
3197;2024-12-22;16;1719;3
3198;2025-01-05;4;979;3
3199;2023-08-21;29;736;2
3200;2024-10-18;34;2970;2
3201;2023-06-27;23;1752;3
3202;2024-05-12;40;1663;1
3203;2025-01-16;14;4165;4
3204;2023-06-04;4;1978;3
3205;2023-07-27;32;1359;4
3206;2024-06-13;33;156;4
3207;2023-11-02;32;2066;1
3208;2024-01-23;1;3830;1
3209;2023-08-03;20;3790;2
3210;2023-07-05;3;1271;1
3211;2023-10-02;30;659;1
3212;2023-06-10;5;3694;2
3213;2023-09-05;36;4200;3
3214;2024-06-01;40;2941;1
3215;2024-10-20;32;3360;2
3216;2024-06-17;39;2596;3
3217;2023-09-01;12;4138;2
3218;2024-05-25;15;1658;4
3219;2024-12-11;21;1620;3
3220;2023-12-30;33;2710;4
3221;2025-01-08;35;1073;1
3222;2023-10-24;32;2637;1
3223;2024-06-05;30;2421;3
3224;2024-11-04;12;3379;1
3225;2023-06-14;28;956;3
3226;2023-11-26;14;1127;2
3227;2023-12-22;12;2630;4
3228;2025-01-20;29;2099;2
3229;2024-07-27;33;2551;3
3230;2023-11-27;6;4583;2
3231;2024-11-01;34;1010;1
3232;2024-07-05;4;2707;1
3233;2023-10-23;32;378;4
3234;2023-07-08;19;1619;3
3235;2023-06-30;20;1593;1
3236;2023-11-21;1;1473;4
3237;2025-01-17;15;4038;4
3238;2023-10-19;18;3755;4
3239;2023-10-04;39;1629;1
3240;2024-03-22;30;2433;2
3241;2023-06-04;16;3818;4
3242;2024-05-31;14;1201;2
3243;2024-02-25;7;3136;4
3244;2024-02-21;15;2626;2
3245;2023-06-17;28;1797;3
3246;2024-09-16;28;4939;3
3247;2024-01-29;13;4024;4
3248;2023-06-27;8;2226;1
3249;2023-07-07;11;1652;4
3250;2024-03-22;15;666;1
3251;2024-07-24;40;1814;3
3252;2023-08-07;12;536;3
3253;2024-10-03;34;4638;1
3254;2023-11-24;39;4620;3
3255;2024-02-26;28;472;4
3256;2023-08-30;8;3430;3
3257;2024-09-19;14;3936;1
3258;2023-07-08;26;4551;2
3259;2024-06-16;23;2688;1
3260;2024-05-15;4;3747;2
3261;2023-06-16;19;3859;3
3262;2023-06-17;24;3709;1
3263;2024-04-07;20;861;3
3264;2024-02-02;29;3525;4
3265;2024-07-30;39;235;3
3266;2023-11-15;21;3565;1
3267;2024-07-01;32;903;1
3268;2024-10-09;36;1463;2
3269;2023-12-24;4;4198;1
3270;2024-11-06;20;3849;3
3271;2023-08-03;13;3332;3
3272;2024-09-07;36;1548;3
3273;2023-06-28;5;1058;1
3274;2023-09-03;8;1850;3
3275;2023-07-04;40;2797;1
3276;2024-04-27;2;1590;4
3277;2024-01-13;3;616;4
3278;2023-11-14;6;132;4
3279;2023-06-20;3;863;4
3280;2024-04-30;16;1665;1
3281;2023-10-06;9;1546;3
3282;2023-12-05;2;2273;1
3283;2023-11-01;20;4158;2
3284;2023-08-16;12;3221;2
3285;2024-05-18;4;1541;1
3286;2023-09-22;7;4301;3
3287;2023-12-13;39;3223;1
3288;2024-12-06;3;2269;3
3289;2023-11-19;37;3294;1
3290;2024-07-21;2;1656;3
3291;2023-12-19;15;3520;3
3292;2024-08-23;18;4613;2
3293;2024-07-14;15;2698;1
3294;2025-01-11;2;737;1
3295;2024-06-12;18;2913;1
3296;2024-07-02;25;2593;3
3297;2024-09-28;3;4588;2
3298;2024-04-27;21;1215;2
3299;2023-07-12;16;180;3
3300;2024-02-16;2;1082;2
3301;2024-12-08;6;3926;1
3302;2024-09-28;24;2547;4
3303;2024-06-29;17;1293;4
3304;2024-08-26;16;278;2
3305;2024-05-19;22;3801;3
3306;2023-07-21;23;1531;4
3307;2023-12-27;6;1332;2
3308;2023-09-27;35;1534;1
3309;2024-05-24;12;694;2
3310;2023-09-21;19;2691;3
3311;2024-08-20;10;4991;4
3312;2024-08-24;3;2209;4
3313;2024-11-26;24;518;4
3314;2023-08-29;39;2329;4
3315;2023-09-01;2;309;2
3316;2023-08-06;34;295;1
3317;2023-12-31;20;2299;3
3318;2023-06-24;22;3310;1
3319;2024-06-28;38;1918;2
3320;2023-09-01;40;991;2
3321;2023-09-01;10;3903;3
3322;2024-08-10;17;3373;2
3323;2024-08-02;16;3701;1
3324;2024-12-10;33;2293;4
3325;2024-06-27;15;4296;3
3326;2024-09-10;9;693;4
3327;2024-03-28;21;1720;2
3328;2024-02-28;38;3581;3
3329;2024-08-05;33;2382;4
3330;2023-06-19;8;1476;2
3331;2024-11-08;1;1314;4
3332;2023-09-09;18;4446;1
3333;2024-01-02;21;3488;2
3334;2023-11-10;8;2621;1
3335;2024-06-12;27;4792;4
3336;2023-06-26;34;1039;4
3337;2023-12-01;31;3488;2
3338;2024-09-02;12;4410;3
3339;2024-03-16;28;4184;1
3340;2024-12-16;11;2081;3
3341;2023-08-09;36;105;3
3342;2024-08-23;38;375;2
3343;2024-10-25;18;3368;4
3344;2024-10-29;32;1642;2
3345;2023-12-30;15;2546;2
3346;2024-07-27;9;2719;4
3347;2024-05-23;2;3112;3
3348;2024-06-23;12;2708;2
3349;2024-05-06;9;1437;3
3350;2024-06-10;33;2316;1
3351;2023-08-06;4;571;3
3352;2023-11-17;15;2323;2
3353;2024-09-22;35;4152;1
3354;2023-10-07;30;1557;1
3355;2024-04-28;11;2691;2
3356;2024-11-01;11;907;1
3357;2024-05-09;35;1475;4
3358;2024-08-31;26;1033;2
3359;2023-12-02;10;4802;3
3360;2023-06-04;1;1315;1
3361;2023-08-26;21;4530;3
3362;2023-09-13;39;2585;2
3363;2024-09-17;9;3860;3
3364;2025-01-04;3;4837;2
3365;2024-02-19;5;4;4
3366;2024-08-25;13;1613;2
3367;2023-09-01;20;781;4
3368;2024-01-27;29;4049;3
3369;2024-11-07;27;2977;1
3370;2024-11-21;18;4719;1
3371;2024-03-23;20;2177;3
3372;2024-01-17;38;4090;3
3373;2024-12-22;31;1376;1
3374;2023-06-07;26;4275;2
3375;2024-04-24;9;1880;2
3376;2025-01-16;16;2849;2
3377;2023-06-13;19;3142;2
3378;2024-09-27;3;3286;2
3379;2024-09-12;34;2146;4
3380;2024-09-23;33;2925;1
3381;2024-10-09;11;2542;2
3382;2024-01-14;9;3349;3
3383;2024-11-22;19;2497;2
3384;2023-09-07;10;1014;2
3385;2023-12-18;28;3761;2
3386;2023-10-01;5;3260;1
3387;2023-09-12;9;2931;2
3388;2023-10-29;21;792;2
3389;2024-03-21;6;2880;4
3390;2024-03-26;35;1958;3
3391;2024-05-22;32;564;3
3392;2024-07-29;35;4565;3
3393;2023-12-26;3;4742;1
3394;2023-07-07;14;3357;4
3395;2023-09-04;40;1540;3
3396;2024-06-04;15;504;4
3397;2024-07-06;6;3124;3
3398;2024-11-12;23;2930;3
3399;2025-01-01;7;3285;3
3400;2023-11-28;30;2909;3
3401;2024-03-06;38;1763;4
3402;2023-10-27;16;2637;3
3403;2024-12-01;19;863;2
3404;2024-12-24;33;1992;2
3405;2023-12-01;13;2492;2
3406;2024-09-24;24;4475;3
3407;2024-07-18;37;1609;3
3408;2023-06-16;26;498;2
3409;2024-08-03;22;2649;3
3410;2024-10-09;25;2616;2
3411;2024-01-08;2;4835;3
3412;2023-07-01;30;3621;2
3413;2024-10-05;5;4257;2
3414;2024-11-16;17;762;1
3415;2025-01-12;29;2200;3
3416;2023-07-25;15;1881;3
3417;2024-07-29;24;3086;2
3418;2024-12-10;10;1808;4
3419;2024-06-10;38;14;3
3420;2024-10-29;13;833;4
3421;2024-07-13;8;876;1
3422;2023-06-26;40;4389;1
3423;2025-01-04;29;3527;1
3424;2024-09-26;33;2185;3
3425;2024-02-01;32;1900;1
3426;2024-07-21;39;1477;3
3427;2023-11-13;2;1358;3
3428;2024-02-01;12;2741;2
3429;2025-01-06;21;2988;2
3430;2023-07-09;24;3631;2
3431;2023-12-30;12;216;1
3432;2023-10-18;11;2933;3
3433;2023-07-22;36;3385;3
3434;2024-11-27;16;2545;4
3435;2024-08-17;17;4871;4
3436;2024-06-14;12;2449;2
3437;2024-02-29;26;560;2
3438;2024-04-26;13;4102;3
3439;2024-09-07;19;1543;3
3440;2024-08-06;20;904;1
3441;2024-10-19;29;132;1
3442;2024-09-18;28;2748;4
3443;2024-09-20;4;1044;4
3444;2024-03-10;23;140;2
3445;2023-07-30;20;2333;4
3446;2024-10-13;21;4004;4
3447;2023-07-15;22;4005;2
3448;2023-09-04;17;888;4
3449;2024-03-14;14;2921;2
3450;2024-08-27;23;188;4
3451;2024-10-19;36;3353;1
3452;2024-06-11;35;2966;3
3453;2023-08-30;15;3308;4
3454;2023-08-19;27;480;3
3455;2023-11-03;6;3906;3
3456;2023-09-23;28;3307;1
3457;2023-08-06;2;2086;2
3458;2024-04-20;28;1686;3
3459;2023-12-11;8;1417;3
3460;2024-01-16;15;1063;3
3461;2023-08-15;9;246;1
3462;2023-12-31;12;1292;1
3463;2023-12-04;10;795;2
3464;2024-03-16;27;4281;2
3465;2024-07-11;35;366;1
3466;2023-09-23;16;2133;4
3467;2024-12-20;1;2006;4
3468;2024-10-19;11;4027;2
3469;2024-01-27;35;1693;2
3470;2024-03-10;20;4646;4
3471;2024-05-10;36;2556;3
3472;2023-12-14;34;3913;3
3473;2023-07-25;38;4626;2
3474;2024-09-16;13;916;3
3475;2024-05-18;13;2269;3
3476;2024-09-01;30;2164;2
3477;2024-04-11;38;1371;2
3478;2024-10-29;10;896;1
3479;2024-07-09;7;1504;3
3480;2024-12-02;9;2419;3
3481;2024-10-17;12;1409;3
3482;2024-10-01;34;1603;2
3483;2024-02-01;24;3117;3
3484;2023-09-17;12;3937;4
3485;2023-12-03;5;541;4
3486;2024-02-11;26;891;2
3487;2024-12-15;38;4124;2
3488;2023-09-20;14;1432;1
3489;2023-08-30;7;209;1
3490;2024-12-26;12;1886;1
3491;2023-11-29;10;3812;3
3492;2023-06-18;30;1567;4
3493;2023-11-18;8;2828;2
3494;2024-01-13;4;276;4
3495;2023-07-01;13;1803;2
3496;2023-09-28;10;93;4
3497;2024-03-11;22;2333;4
3498;2023-08-02;35;1484;2
3499;2024-12-29;24;3543;4
3500;2024-09-11;17;137;4
3501;2023-09-01;10;2295;3
3502;2024-01-10;5;2112;2
3503;2024-05-16;10;2556;1
3504;2024-11-24;34;4956;1
3505;2024-04-10;37;4861;1
3506;2023-09-23;14;660;2
3507;2023-09-22;10;2324;1
3508;2024-05-02;17;3800;1
3509;2024-08-19;2;4910;4
3510;2023-06-09;2;765;4
3511;2023-08-09;14;3560;3
3512;2024-12-18;13;95;1
3513;2024-05-11;13;2877;1
3514;2024-05-16;37;551;4
3515;2024-03-30;38;1699;3
3516;2024-02-01;4;1310;4
3517;2024-03-17;15;4130;3
3518;2023-11-15;20;3153;3
3519;2025-01-06;14;459;2
3520;2024-07-02;19;1888;1
3521;2024-07-25;3;2183;2
3522;2024-10-14;14;2509;3
3523;2024-08-22;40;143;4
3524;2023-12-03;35;3670;1
3525;2024-10-17;3;2764;3
3526;2024-10-24;2;3420;2
3527;2024-10-28;5;2385;3
3528;2024-03-01;5;3084;1
3529;2024-08-12;21;302;1
3530;2024-07-09;23;2809;3
3531;2024-05-07;16;4290;3
3532;2023-08-12;16;1632;2
3533;2024-02-10;16;3102;2
3534;2023-09-11;28;3813;2
3535;2024-05-05;3;1498;2
3536;2024-02-22;40;3360;4
3537;2024-11-19;16;2246;2
3538;2024-01-09;26;430;1
3539;2024-10-15;2;4694;3
3540;2023-10-26;24;4142;2
3541;2024-02-05;38;4101;2
3542;2024-12-16;14;4096;3
3543;2023-07-09;20;377;1
3544;2024-01-20;33;1804;1
3545;2023-12-24;9;2128;1
3546;2023-07-04;24;4903;1
3547;2023-10-18;9;1271;2
3548;2023-10-22;37;649;4
3549;2024-05-16;14;3663;2
3550;2024-08-19;11;4207;4
3551;2025-01-14;20;152;3
3552;2024-03-03;5;1790;2
3553;2024-07-02;30;1932;4
3554;2024-06-08;26;332;1
3555;2024-06-08;33;3898;2
3556;2024-05-20;36;1951;4
3557;2023-08-27;37;2055;4
3558;2023-08-01;9;1243;4
3559;2024-12-09;38;321;4
3560;2024-04-26;15;747;3
3561;2023-12-14;30;1380;3
3562;2023-09-29;36;253;2
3563;2023-06-14;33;2462;1
3564;2024-03-11;33;533;4
3565;2024-05-01;20;3590;4
3566;2023-08-25;15;580;1
3567;2023-07-03;15;2121;3
3568;2024-08-02;8;1924;1
3569;2024-12-15;29;853;1
3570;2023-07-01;35;2673;1
3571;2023-07-01;25;3949;3
3572;2024-11-25;3;2470;4
3573;2024-09-20;29;2248;2
3574;2024-09-28;8;1940;2
3575;2024-03-18;16;4106;2
3576;2024-02-15;32;1806;4
3577;2024-12-25;37;4178;2
3578;2024-06-24;31;1981;4
3579;2024-01-23;14;4480;4
3580;2024-12-27;12;164;3
3581;2024-01-20;35;1395;4
3582;2024-04-29;21;3388;3
3583;2023-06-30;13;943;2
3584;2024-05-06;33;4527;2
3585;2024-03-29;13;1227;4
3586;2024-06-27;9;2780;4
3587;2024-12-31;17;4314;2
3588;2024-02-23;6;2723;4
3589;2024-04-15;16;2309;1
3590;2024-12-17;29;1194;1
3591;2024-05-26;17;812;2
3592;2023-07-02;24;4351;2
3593;2024-01-14;27;2130;3
3594;2024-12-30;16;3252;1
3595;2023-09-15;26;611;2
3596;2024-01-27;36;3123;4
3597;2023-08-02;32;59;4
3598;2024-04-28;11;834;4
3599;2024-06-12;3;3683;4
3600;2024-02-10;5;1353;2
3601;2024-02-17;1;1861;3
3602;2023-12-31;26;4536;3
3603;2024-01-25;27;3374;3
3604;2024-08-07;5;3881;1
3605;2024-05-08;21;2573;1
3606;2024-09-29;37;629;3
3607;2023-10-18;20;369;3
3608;2024-05-06;5;741;1
3609;2023-11-12;37;1253;4
3610;2023-08-04;11;3263;1
3611;2024-12-06;27;4691;4
3612;2024-01-05;19;3954;3
3613;2024-10-22;11;676;1
3614;2023-09-04;14;4428;3
3615;2024-09-09;31;3470;1
3616;2024-12-31;15;3823;2
3617;2024-07-08;36;3440;2
